merchant_id,industry,tier,region,plan,tenure_months,avg_monthly_txn,avg_ticket_size,monthly_revenue,days_since_last_txn,revenue_trend_pct,support_tickets_90d,avg_resolution_hours,satisfaction_score,failed_payments_90d,account_manager_calls_90d,features_adopted,integration_active,churned
M100234,Health,Small,East,Plus,11,37,105.23,3893.51,21,23.4,0,1.8,7.3,0,1,6,0,1
M100235,eCommerce,Small,North,Standard,40,49,23.93,1172.57,28,18.5,2,12.7,4.3,0,2,3,1,0
M100236,Food & Beverage,Enterprise,East,Plus,28,713,53.44,38102.72,13,-28.7,1,3.7,6.1,0,2,4,1,1
M100237,eCommerce,Small,West,Standard,57,42,60.01,2520.42,23,-8.6,1,4.1,7.5,0,0,4,1,1
M100238,Retail,Small,South,Standard,1,34,55.19,1876.46,12,4.3,2,25.4,4.4,0,1,4,1,0
M100239,Retail,Small,North,Standard,46,109,73.87,8051.83,23,11.7,3,18.2,5.0,1,0,7,0,1
M100240,eCommerce,Enterprise,North,Plus,54,1267,28.14,35653.38,38,10.3,5,19.8,8.3,0,1,6,1,0
M100241,eCommerce,Medium,North,Standard,29,179,19.119999999999997,3422.48,30,41.6,0,10.4,7.3,0,1,1,1,0
M100242,Retail,Enterprise,East,Plus,42,741,15.89,11774.49,48,23.0,2,39.8,5.8,1,1,2,0,0
M100243,Services,Small,South,Premium,27,63,87.61,5519.43,10,17.5,0,10.2,7.9,0,1,8,1,0
M100244,Services,Small,North,Plus,36,35,23.77,831.95,8,24.3,3,12.5,6.7,0,1,4,1,0
M100245,Travel,Medium,East,Plus,54,167,55.0,9185.0,21,32.8,4,13.4,6.8,0,1,4,1,0
M100246,Services,Small,North,Plus,32,45,36.9,1660.5,10,-10.7,2,22.9,7.2,1,1,7,0,1
M100247,Food & Beverage,Medium,South,Plus,35,276,37.85,10446.6,24,-31.7,3,13.4,8.2,1,0,7,1,0
M100248,Food & Beverage,Enterprise,West,Standard,59,1498,46.28,69327.44,18,-10.3,2,14.4,7.7,1,1,5,1,1
M100249,Food & Beverage,Small,North,Plus,30,40,38.77,1550.8,7,-27.2,3,25.2,8.7,0,1,8,0,0
M100250,Services,Enterprise,North,Premium,11,1269,19.14,24288.66,22,-18.6,2,16.4,6.8,0,2,5,0,0
M100251,Travel,Medium,South,Standard,41,239,46.3,11065.7,7,5.2,1,19.2,4.5,0,4,8,1,0
M100252,Food & Beverage,Small,East,Premium,41,45,32.730000000000004,1472.85,40,-9.2,1,6.4,9.0,0,1,4,0,0
M100253,Retail,Small,North,Premium,14,46,31.81,1463.26,13,17.3,2,5.9,6.9,0,1,2,0,0
M100254,Retail,Small,West,Standard,43,59,123.88,7308.92,8,9.7,1,27.4,5.0,0,1,1,0,0
M100255,eCommerce,Medium,North,Premium,4,224,21.7,4860.8,18,11.0,1,18.8,7.8,0,0,5,0,0
M100256,eCommerce,Small,West,Standard,19,30,45.09,1352.7,20,-24.8,0,15.1,7.4,1,0,8,0,1
M100257,Retail,Small,East,Standard,51,38,57.61,2189.18,10,-16.3,0,12.6,4.9,0,1,4,1,0
M100258,Retail,Medium,North,Standard,37,286,123.95,35449.7,9,-39.0,2,12.1,8.1,2,0,6,1,1
M100259,Services,Small,North,Plus,36,21,26.47,555.87,3,15.5,2,7.8,10.0,1,3,5,0,0
M100260,Retail,Small,North,Standard,37,21,100.52,2110.92,29,45.3,1,6.5,7.8,2,0,7,1,0
M100261,eCommerce,Medium,South,Premium,10,303,46.12,13974.36,40,6.9,3,7.1,6.8,1,2,7,0,1
M100262,Food & Beverage,Small,South,Standard,57,68,47.06,3200.08,32,8.9,2,4.9,4.7,0,2,6,0,0
M100263,Retail,Small,East,Standard,18,26,71.54,1860.04,8,-8.7,4,9.3,10.0,0,0,3,1,1
M100264,Travel,Small,South,Plus,47,41,109.04,4470.64,21,-1.8,1,8.4,6.4,2,1,4,1,0
M100265,Retail,Small,East,Standard,59,35,38.61,1351.35,19,31.0,1,27.3,4.0,1,1,4,0,0
M100266,Food & Beverage,Small,South,Plus,15,37,59.96,2218.52,4,5.0,2,4.8,7.5,0,0,7,1,0
M100267,Retail,Medium,South,Standard,38,245,55.55,13609.75,10,17.1,0,10.7,8.7,2,4,5,1,0
M100268,Retail,Enterprise,South,Premium,3,763,54.1,41278.3,20,31.6,3,31.4,8.0,0,0,2,1,0
M100269,Retail,Small,South,Plus,38,27,78.23,2112.21,2,27.2,2,22.8,5.4,2,1,3,1,0
M100270,Retail,Enterprise,West,Standard,27,1080,34.019999999999996,36741.6,6,3.7,1,11.1,6.9,0,2,3,1,0
M100271,Retail,Medium,North,Standard,5,209,41.62,8698.58,26,5.3,2,8.0,7.2,1,2,5,1,0
M100272,Retail,Medium,South,Standard,40,148,19.439999999999998,2877.12,8,-5.5,2,3.7,9.0,1,1,7,1,0
M100273,Services,Medium,West,Premium,58,290,68.50999999999999,19867.9,4,14.0,0,10.9,8.0,0,3,2,1,0
M100274,eCommerce,Medium,East,Plus,5,190,52.74,10020.6,31,-6.1,3,19.6,7.1,1,1,6,1,0
M100275,Food & Beverage,Medium,North,Standard,53,190,107.57,20438.3,8,10.7,0,5.7,8.8,0,1,5,1,0
M100276,Food & Beverage,Small,West,Standard,50,44,26.14,1150.16,27,25.8,2,23.7,4.2,0,2,2,1,1
M100277,Services,Small,North,Premium,33,38,132.38,5030.44,47,-34.1,0,9.0,7.8,1,1,2,1,1
M100278,Travel,Small,North,Standard,54,54,74.76,4037.04,6,-37.9,1,13.5,7.3,2,0,2,1,1
M100279,Travel,Small,South,Plus,19,29,11.64,337.56,14,2.0,2,12.3,6.9,0,2,7,1,0
M100280,Retail,Medium,East,Plus,43,135,73.01,9856.35,19,17.7,0,21.1,6.1,0,3,2,1,0
M100281,Retail,Small,North,Standard,42,36,36.4,1310.4,30,9.3,2,24.0,6.6,1,1,2,1,1
M100282,Retail,Small,West,Plus,35,41,43.98,1803.18,10,-23.6,2,16.8,5.8,1,3,4,0,0
M100283,Retail,Small,North,Standard,50,26,39.97,1039.22,1,22.8,2,10.2,10.0,1,2,6,0,0
M100284,Services,Small,West,Standard,52,25,97.2,2430.0,6,45.0,1,10.8,9.2,1,1,4,0,0
M100285,Food & Beverage,Medium,North,Premium,47,234,17.759999999999998,4155.84,11,-16.1,1,39.7,7.4,0,2,5,0,0
M100286,Retail,Medium,South,Plus,35,169,47.57,8039.33,27,-13.0,4,33.7,5.1,2,3,3,1,0
M100287,Food & Beverage,Small,East,Premium,58,24,49.8,1195.2,14,3.6,1,11.5,5.5,0,0,4,1,1
M100288,Services,Small,South,Plus,33,56,39.19,2194.64,25,0.2,3,7.3,6.9,1,1,5,0,0
M100289,Retail,Small,East,Standard,38,32,29.91,957.12,11,29.5,1,20.0,6.8,0,2,6,1,0
M100290,eCommerce,Small,East,Plus,12,60,12.9,774.0,17,9.2,1,7.9,4.9,0,2,6,0,1
M100291,Retail,Medium,East,Plus,19,222,48.01,10658.22,28,-3.4,1,26.5,7.0,0,0,7,1,0
M100292,Travel,Medium,South,Standard,54,244,68.42,16694.48,33,-10.0,5,11.6,8.8,0,2,3,1,0
M100293,Retail,Small,West,Standard,30,37,52.77,1952.49,54,-30.6,1,8.0,3.6,0,0,1,1,1
M100294,eCommerce,Small,East,Plus,31,16,29.93,478.88,19,33.1,3,6.9,5.8,0,2,1,1,1
M100295,Travel,Enterprise,South,Plus,49,806,50.09,40372.54,2,16.8,3,36.1,7.8,2,3,6,1,0
M100296,Health,Medium,East,Standard,20,211,108.27,22844.97,22,1.0,2,6.8,7.9,0,2,4,1,0
M100297,eCommerce,Small,West,Premium,16,45,34.870000000000005,1569.15,2,5.4,2,20.2,5.2,0,1,4,1,0
M100298,eCommerce,Small,West,Standard,1,21,57.02,1197.42,24,0.6,1,9.8,8.3,1,2,6,1,0
M100299,Services,Small,East,Standard,14,39,61.44,2396.16,17,-35.8,2,9.3,6.2,2,4,6,1,1
M100300,eCommerce,Enterprise,West,Standard,31,810,22.63,18330.3,32,-28.3,3,10.1,6.7,0,0,8,1,0
M100301,Retail,Small,West,Plus,43,43,42.83,1841.69,11,-1.5,3,28.5,4.4,1,5,8,1,0
M100302,Services,Small,South,Standard,20,40,43.12,1724.8,18,-1.9,0,53.2,5.0,1,0,6,1,1
M100303,Services,Enterprise,East,Standard,27,1557,51.63,80387.91,22,2.7,1,24.3,8.0,3,1,6,1,0
M100304,Travel,Medium,North,Standard,14,320,95.44,30540.8,1,40.3,3,5.3,6.6,1,0,8,1,0
M100305,Food & Beverage,Small,South,Plus,49,47,25.6,1203.2,21,-3.3,1,19.0,7.7,0,0,2,0,0
M100306,Food & Beverage,Small,West,Plus,31,54,98.66,5327.64,8,-13.8,2,11.0,7.0,0,4,8,1,0
M100307,Services,Small,South,Standard,9,35,71.21,2492.35,20,4.2,3,12.6,8.7,0,3,4,1,0
M100308,Retail,Medium,West,Premium,36,591,134.38,79418.58,2,-27.7,1,12.8,6.2,0,2,2,1,0
M100309,Retail,Small,South,Standard,20,26,15.0,390.0,25,6.4,1,11.1,9.5,0,0,5,1,0
M100310,Food & Beverage,Enterprise,North,Standard,52,998,11.01,10987.98,23,-12.9,1,15.6,7.9,0,3,8,1,0
M100311,Food & Beverage,Enterprise,North,Plus,16,1645,174.32,286756.4,31,8.0,1,9.5,7.5,1,0,2,1,1
M100312,Retail,Small,East,Plus,52,52,22.07,1147.64,3,-1.0,1,20.3,7.0,1,4,2,1,0
M100313,Food & Beverage,Medium,South,Standard,42,261,31.15,8130.15,53,-0.1,0,10.5,6.3,0,1,6,1,0
M100314,Food & Beverage,Small,East,Plus,8,51,31.31,1596.81,5,16.8,2,13.1,6.1,2,1,6,1,1
M100315,Food & Beverage,Small,North,Standard,45,19,69.38,1318.22,18,19.2,2,12.2,7.4,0,1,6,0,0
M100316,Food & Beverage,Medium,South,Plus,43,384,44.89,17237.76,12,47.7,6,25.0,4.4,3,1,8,1,0
M100317,eCommerce,Small,North,Plus,27,37,33.93,1255.41,14,18.3,0,7.2,6.3,0,1,7,0,0
M100318,Food & Beverage,Small,South,Premium,10,62,121.16,7511.92,48,-2.4,1,15.7,5.3,0,2,7,1,0
M100319,Health,Small,West,Standard,29,20,13.67,273.4,5,-10.9,1,12.1,7.9,1,1,1,1,1
M100320,Travel,Small,North,Plus,36,44,85.76,3773.44,43,10.6,4,30.0,7.0,0,2,3,0,1
M100321,Food & Beverage,Small,East,Plus,8,33,49.17,1622.61,27,35.2,0,7.6,9.2,1,2,6,1,0
M100322,Food & Beverage,Medium,North,Standard,21,269,33.59,9035.71,15,21.8,3,23.0,5.9,0,2,7,0,0
M100323,Services,Medium,East,Standard,42,246,35.92,8836.32,15,-12.7,0,12.6,5.7,3,0,3,0,1
M100324,eCommerce,Medium,West,Premium,33,250,42.4,10600.0,23,13.0,3,27.5,3.9,2,0,5,0,1
M100325,Services,Medium,South,Standard,59,152,31.55,4795.6,11,7.9,0,10.7,7.5,0,4,2,0,0
M100326,eCommerce,Small,North,Plus,13,39,78.52,3062.28,13,26.1,1,8.2,9.4,1,1,7,1,0
M100327,Services,Medium,East,Standard,46,207,40.43,8369.01,17,9.6,4,11.8,6.9,0,0,5,1,0
M100328,Services,Small,South,Plus,26,48,72.49,3479.52,40,8.8,3,15.4,6.9,0,1,1,1,1
M100329,Food & Beverage,Small,West,Standard,14,57,36.25,2066.25,14,-23.0,2,12.4,7.0,0,2,5,1,1
M100330,eCommerce,Enterprise,West,Premium,57,1265,56.47,71434.55,2,20.4,2,9.8,7.5,1,2,3,1,0
M100331,Retail,Small,East,Plus,37,26,56.46,1467.96,18,-27.6,2,14.4,8.5,0,1,4,1,0
M100332,eCommerce,Small,East,Standard,32,42,51.35,2156.7,14,5.0,0,0.6,10.0,0,4,3,1,0
M100333,Travel,Small,East,Plus,18,100,100.35,10035.0,9,-9.1,2,11.1,7.8,1,1,7,0,1
M100334,Retail,Small,East,Plus,53,71,105.81,7512.51,20,-10.4,4,15.1,7.7,2,1,7,1,0
M100335,Services,Small,South,Standard,2,14,76.29,1068.06,9,15.8,1,3.4,7.0,1,1,2,1,1
M100336,Retail,Small,West,Standard,7,41,89.62,3674.42,14,2.9,3,7.7,7.0,0,1,3,1,0
M100337,eCommerce,Enterprise,South,Plus,11,1663,74.05,123145.15,18,-49.7,1,5.6,7.1,0,1,4,1,1
M100338,Retail,Small,North,Plus,39,38,38.82,1475.16,19,-1.4,3,13.2,6.4,1,1,7,1,1
M100339,Health,Small,East,Standard,7,34,46.97,1596.98,21,-5.5,1,9.4,7.3,1,0,3,1,0
M100340,Retail,Small,East,Premium,48,36,15.06,542.16,24,30.7,1,9.5,8.1,2,0,6,0,0
M100341,Health,Medium,West,Standard,12,267,28.72,7668.24,17,-24.3,1,3.4,7.5,2,1,1,1,0
M100342,eCommerce,Small,South,Standard,40,27,22.16,598.32,3,45.2,2,23.0,6.0,1,0,8,1,0
M100343,Services,Small,South,Plus,47,61,33.42,2038.62,19,21.8,2,26.8,6.5,2,0,3,1,1
M100344,eCommerce,Small,East,Standard,52,39,58.94,2298.66,31,-3.1,1,4.1,5.9,0,1,3,1,1
M100345,eCommerce,Medium,South,Standard,18,159,38.02,6045.18,2,-6.2,0,7.9,8.5,0,1,6,0,0
M100346,Health,Medium,West,Plus,5,326,80.56,26262.56,3,-11.0,2,10.6,6.4,0,1,5,0,1
M100347,Retail,Medium,South,Standard,45,128,29.36,3758.08,8,10.0,1,14.6,5.0,1,1,5,1,0
M100348,Services,Medium,West,Standard,27,181,70.66,12789.46,29,-14.3,0,7.0,8.0,1,1,8,1,0
M100349,Retail,Small,South,Plus,56,33,27.89,920.37,7,0.4,5,25.3,7.2,0,0,4,1,0
M100350,Services,Small,North,Plus,12,85,96.52,8204.2,30,-20.9,3,7.4,5.9,0,4,5,1,1
M100351,Retail,Small,West,Premium,34,31,29.33,909.23,19,18.7,1,17.3,7.7,1,2,4,1,0
M100352,Services,Small,East,Plus,8,19,65.1,1236.9,9,6.7,2,15.5,7.8,0,0,2,0,0
M100353,Services,Small,East,Standard,29,33,33.96,1120.68,84,-7.3,3,6.8,10.0,1,0,3,0,1
M100354,Food & Beverage,Small,East,Standard,1,47,114.47,5380.09,5,-2.3,2,10.0,6.7,0,2,5,1,0
M100355,Services,Small,South,Plus,45,53,111.89,5930.17,16,-12.2,0,3.6,7.3,0,2,1,1,1
M100356,eCommerce,Medium,West,Standard,36,488,63.9,31183.2,7,9.9,2,36.3,4.8,2,0,6,1,1
M100357,eCommerce,Small,South,Standard,6,65,63.21,4108.65,20,-24.6,3,12.4,7.8,3,1,5,1,1
M100358,Food & Beverage,Medium,West,Premium,30,235,77.36,18179.6,7,22.8,2,9.2,7.1,2,0,6,0,1
M100359,Services,Medium,South,Plus,26,161,70.01,11271.61,11,6.8,4,6.6,8.9,1,1,7,0,0
M100360,Health,Small,North,Plus,40,71,83.02,5894.42,8,-6.9,3,16.2,6.1,0,1,4,1,0
M100361,Retail,Small,North,Standard,30,35,28.95,1013.25,12,15.9,6,14.7,7.6,0,2,7,0,0
M100362,Retail,Medium,West,Standard,28,175,51.36,8988.0,30,11.5,2,18.4,6.3,0,0,6,0,1
M100363,Retail,Medium,East,Standard,50,190,35.4,6726.0,4,-20.0,1,28.5,3.2,1,0,2,1,1
M100364,Services,Small,South,Plus,31,26,110.95,2884.7,8,31.8,3,21.2,7.5,1,0,3,1,0
M100365,Food & Beverage,Small,West,Standard,49,34,24.25,824.5,11,-51.9,1,5.3,4.5,1,1,4,1,1
M100366,eCommerce,Medium,East,Standard,53,203,121.61,24686.83,13,27.0,1,8.1,6.9,1,1,1,1,1
M100367,Services,Medium,East,Standard,51,284,51.87,14731.08,38,-0.6,3,6.5,7.0,0,2,5,1,1
M100368,Food & Beverage,Small,East,Plus,57,35,83.72,2930.2,8,24.8,1,6.8,7.2,0,2,8,1,0
M100369,Travel,Small,North,Plus,42,26,37.84,983.84,29,34.7,2,22.4,6.6,2,0,7,1,0
M100370,eCommerce,Enterprise,North,Standard,34,685,23.08,15809.8,41,-6.4,2,8.3,7.2,1,0,6,0,1
M100371,Retail,Small,East,Standard,32,43,108.57,4668.51,14,-5.4,3,19.7,7.2,0,1,2,1,1
M100372,Food & Beverage,Medium,North,Standard,13,226,67.03999999999999,15151.04,6,9.9,2,8.9,7.0,0,1,7,1,1
M100373,Food & Beverage,Small,East,Standard,49,33,25.52,842.16,35,-21.9,1,18.5,10.0,1,1,2,1,0
M100374,Retail,Small,North,Plus,41,34,48.13,1636.42,28,-4.3,1,5.3,6.8,0,0,4,1,1
M100375,Retail,Small,South,Standard,52,46,46.12,2121.52,6,-6.2,2,5.8,5.4,1,0,8,1,0
M100376,Health,Small,East,Plus,42,65,65.77000000000001,4275.05,46,-23.1,1,34.9,3.6,1,3,7,0,1
M100377,Food & Beverage,Enterprise,East,Plus,29,913,28.87,26358.31,9,-7.3,0,4.4,8.4,0,1,2,1,0
M100378,Food & Beverage,Small,West,Premium,18,41,25.19,1032.79,13,19.6,2,22.7,3.9,1,2,5,1,0
M100379,eCommerce,Enterprise,East,Premium,59,1678,55.24,92692.72,24,18.0,2,16.6,4.8,0,1,8,0,0
M100380,Services,Small,North,Standard,44,30,29.85,895.5,42,-0.9,1,6.6,5.1,0,0,4,1,1
M100381,Health,Medium,West,Standard,52,219,110.42,24181.98,19,4.4,2,7.8,7.9,0,1,5,1,0
M100382,eCommerce,Enterprise,North,Standard,35,1184,79.39,93997.76,12,-3.7,2,10.2,9.2,1,2,4,1,0
M100383,Food & Beverage,Medium,North,Plus,31,139,78.13,10860.07,11,-35.8,0,20.6,5.1,1,0,4,1,1
M100384,Food & Beverage,Small,West,Standard,3,42,14.87,624.54,12,-19.4,1,7.9,7.9,1,0,5,1,1
M100385,Health,Medium,North,Standard,5,222,38.71,8593.62,63,24.1,1,17.2,2.5,0,3,2,1,1
M100386,eCommerce,Small,East,Standard,42,49,43.3,2121.7,21,29.3,1,14.2,5.7,1,1,8,0,0
M100387,Health,Enterprise,South,Standard,14,792,27.19,21534.48,17,-15.9,1,14.5,7.8,2,3,7,1,0
M100388,Retail,Small,West,Plus,5,40,70.15,2806.0,28,27.6,3,38.1,5.2,1,2,1,0,1
M100389,Travel,Small,North,Plus,46,65,65.09,4230.85,13,-23.4,1,16.3,8.4,0,0,2,1,1
M100390,Services,Small,North,Plus,37,83,76.41,6342.03,41,-8.4,1,14.4,3.3,0,0,6,0,1
M100391,Retail,Medium,South,Premium,7,344,88.65,30495.6,23,0.4,2,4.2,6.2,1,2,4,0,1
M100392,Services,Enterprise,South,Standard,30,795,86.22,68544.9,12,-3.0,2,26.8,7.0,0,1,6,1,0
M100393,eCommerce,Small,West,Standard,28,47,182.48,8576.56,10,-12.2,0,17.6,7.4,1,0,1,1,0
M100394,Retail,Medium,East,Standard,1,186,50.44,9381.84,3,5.8,1,14.0,7.7,0,2,7,0,1
M100395,Food & Beverage,Enterprise,North,Plus,36,1325,45.73,60592.25,30,20.1,2,10.2,7.4,0,0,1,1,0
M100396,eCommerce,Small,West,Plus,24,31,69.66,2159.46,4,-29.0,0,1.9,5.7,0,1,2,1,0
M100397,Food & Beverage,Small,South,Standard,52,22,97.26,2139.72,39,5.8,1,16.1,5.5,0,2,6,1,0
M100398,Food & Beverage,Medium,West,Premium,7,195,19.23,3749.85,7,24.2,3,13.7,10.0,1,1,3,1,1
M100399,Food & Beverage,Medium,West,Standard,50,283,32.25,9126.75,8,-6.1,1,34.0,3.9,4,0,2,1,0
M100400,Food & Beverage,Small,North,Standard,1,44,36.6,1610.4,53,-9.0,2,18.5,4.4,0,2,8,1,1
M100401,Travel,Medium,East,Plus,46,253,53.3,13484.9,29,-15.7,1,12.3,8.1,0,1,5,1,0
M100402,eCommerce,Small,South,Premium,47,43,38.83,1669.69,17,47.0,2,42.1,3.8,0,0,3,1,0
M100403,Retail,Enterprise,South,Plus,25,1383,89.41,123654.03,50,35.9,4,14.9,9.7,1,0,6,1,0
M100404,Health,Enterprise,South,Premium,17,1444,57.48,83001.12,15,-3.5,2,33.3,10.0,1,1,2,1,0
M100405,Travel,Medium,East,Standard,9,200,47.81,9562.0,11,29.0,1,2.7,7.1,1,2,4,0,1
M100406,Food & Beverage,Small,South,Plus,21,41,65.41,2681.81,18,-8.6,1,46.1,5.8,0,2,2,1,1
M100407,eCommerce,Small,North,Plus,40,74,16.14,1194.36,32,-0.4,1,21.8,3.6,2,2,6,0,1
M100408,Retail,Small,South,Plus,43,42,63.68,2674.56,5,-20.3,2,7.3,8.9,0,4,3,0,0
M100409,Health,Small,North,Standard,11,41,30.35,1244.35,8,-37.5,3,40.5,2.0,1,0,2,1,1
M100410,Services,Medium,West,Premium,1,228,80.82,18426.96,6,-9.8,2,3.4,5.3,0,1,3,1,1
M100411,Services,Small,East,Standard,34,37,17.689999999999998,654.53,5,-6.4,1,4.7,7.6,1,0,7,1,0
M100412,Retail,Small,South,Standard,35,34,67.78999999999999,2304.86,13,12.4,0,14.5,7.8,0,1,7,1,0
M100413,Travel,Small,South,Premium,58,43,30.82,1325.26,5,17.4,5,30.5,3.7,0,1,2,1,0
M100414,Retail,Small,North,Premium,45,34,98.33,3343.22,2,0.3,2,15.3,6.0,0,2,2,1,0
M100415,Retail,Small,South,Premium,33,38,20.14,765.32,8,-18.8,0,2.1,4.8,0,0,5,0,0
M100416,Retail,Medium,West,Premium,35,167,52.22,8720.74,8,-11.5,2,7.7,6.7,3,1,6,0,0
M100417,eCommerce,Medium,North,Standard,39,228,74.48,16981.44,22,38.0,2,9.0,5.9,2,0,7,1,0
M100418,Retail,Small,North,Premium,27,49,61.67,3021.83,30,16.8,4,18.8,5.6,0,0,7,1,0
M100419,Travel,Medium,West,Standard,40,204,61.45,12535.8,9,34.3,0,9.2,8.2,0,1,7,0,0
M100420,Services,Medium,East,Plus,12,109,24.13,2630.17,8,42.1,3,26.8,6.7,0,0,1,1,0
M100421,Retail,Small,North,Standard,49,49,23.23,1138.27,51,-11.5,0,1.9,8.4,1,0,1,1,1
M100422,Retail,Medium,South,Plus,51,229,60.16,13776.64,29,21.0,2,18.6,6.5,0,1,2,1,0
M100423,Retail,Small,East,Plus,26,28,55.17,1544.76,20,-16.8,2,5.9,8.5,2,0,3,1,1
M100424,Services,Small,South,Premium,27,52,27.93,1452.36,12,25.7,3,31.2,6.0,1,0,6,0,1
M100425,eCommerce,Small,South,Standard,30,25,27.02,675.5,29,21.2,3,19.9,5.8,0,0,7,1,0
M100426,Retail,Small,East,Standard,49,58,48.23,2797.34,6,-43.5,2,11.6,7.9,1,3,6,1,0
M100427,eCommerce,Enterprise,East,Standard,11,1176,41.11,48345.36,30,11.9,2,9.9,6.4,0,1,7,1,0
M100428,Retail,Enterprise,West,Standard,21,542,131.81,71441.02,22,-15.8,4,18.3,6.2,0,5,3,1,0
M100429,eCommerce,Medium,North,Plus,37,234,101.52,23755.68,26,-4.5,2,25.1,8.1,2,1,6,1,0
M100430,Travel,Medium,South,Standard,41,191,79.21,15129.11,17,-11.5,2,15.5,8.4,0,0,2,1,0
M100431,eCommerce,Medium,North,Plus,18,181,108.34,19609.54,4,23.0,0,9.2,6.7,0,2,1,0,0
M100432,eCommerce,Enterprise,East,Standard,7,927,35.1,32537.7,6,-12.0,2,6.8,8.7,0,2,7,0,0
M100433,eCommerce,Small,East,Standard,30,38,38.11,1448.18,23,-25.1,1,10.0,5.1,0,1,4,1,1
M100434,Retail,Small,South,Plus,38,34,93.58,3181.72,22,-14.8,3,26.4,5.8,1,1,6,1,1
M100435,Retail,Medium,East,Standard,46,115,52.13,5994.95,10,-1.7,0,18.1,5.5,0,1,8,0,0
M100436,Retail,Small,South,Standard,1,62,53.91,3342.42,10,12.0,2,27.4,6.2,1,2,5,1,0
M100437,Services,Small,North,Standard,2,37,25.99,961.63,35,29.3,2,6.6,8.4,0,1,1,1,0
M100438,eCommerce,Small,East,Standard,23,31,91.25,2828.75,15,14.3,0,2.1,8.4,1,2,6,1,0
M100439,Services,Medium,South,Plus,34,148,69.57,10296.36,8,15.8,1,18.2,7.4,1,2,7,1,0
M100440,Travel,Small,South,Standard,1,52,43.79,2277.08,39,19.2,2,5.1,7.6,0,2,3,0,1
M100441,Retail,Small,South,Standard,11,25,38.28,957.0,37,21.0,0,25.0,6.1,0,1,4,0,1
M100442,eCommerce,Small,West,Plus,25,42,99.27,4169.34,15,25.7,1,18.6,8.6,1,2,6,0,0
M100443,Retail,Small,North,Plus,17,33,35.34,1166.22,18,58.1,2,15.2,4.4,2,0,6,1,0
M100444,Retail,Enterprise,South,Plus,42,998,21.5,21457.0,29,20.6,1,4.9,6.3,0,0,2,1,0
M100445,eCommerce,Small,East,Standard,3,27,102.32,2762.64,25,9.3,2,12.5,7.6,0,2,1,0,1
M100446,Health,Medium,North,Premium,53,177,103.44,18308.88,4,-7.2,3,12.5,9.4,1,2,6,0,0
M100447,Services,Medium,North,Standard,10,221,35.269999999999996,7794.67,40,9.8,0,13.2,6.4,0,2,1,0,1
M100448,Retail,Small,East,Standard,26,43,145.81,6269.83,3,28.4,0,30.3,5.7,0,1,4,1,0
M100449,Services,Medium,East,Premium,59,167,48.89,8164.63,21,-23.8,1,5.5,5.3,0,0,3,1,0
M100450,Retail,Medium,East,Plus,40,213,35.489999999999995,7559.37,5,30.7,2,10.2,6.2,0,1,4,1,1
M100451,Travel,Medium,North,Plus,59,300,68.34,20502.0,24,-6.4,1,10.6,8.2,0,4,7,0,0
M100452,eCommerce,Small,West,Premium,2,22,23.78,523.16,8,-2.1,2,28.4,8.7,1,1,8,1,0
M100453,Retail,Small,South,Standard,43,40,29.73,1189.2,9,14.5,2,13.4,6.5,1,1,6,1,0
M100454,Retail,Enterprise,North,Premium,5,860,60.37,51918.2,28,-8.6,0,16.2,5.5,0,2,3,1,1
M100455,Retail,Medium,South,Plus,37,152,54.59,8297.68,5,13.1,1,28.7,6.3,2,0,5,1,0
M100456,Health,Enterprise,North,Standard,20,1315,83.53,109841.95,10,-22.3,6,19.9,4.0,0,1,2,1,1
M100457,Food & Beverage,Enterprise,South,Standard,46,992,25.82,25613.44,5,22.3,1,9.0,9.1,1,1,8,1,0
M100458,eCommerce,Small,South,Standard,8,26,132.31,3440.06,17,7.3,2,26.2,4.3,2,0,7,0,0
M100459,Services,Medium,South,Premium,53,350,40.66,14231.0,5,2.9,1,30.8,6.6,1,4,3,1,0
M100460,Services,Small,South,Standard,29,55,53.5,2942.5,20,9.0,0,15.3,7.3,0,1,1,0,1
M100461,Retail,Medium,West,Standard,31,112,39.63,4438.56,36,2.6,2,8.2,8.2,1,2,7,0,0
M100462,Health,Small,West,Plus,34,24,23.67,568.08,2,12.7,3,10.8,7.5,0,1,1,1,0
M100463,Food & Beverage,Small,South,Plus,3,49,50.34,2466.66,8,-1.6,2,31.8,6.0,0,1,1,1,0
M100464,Services,Medium,West,Standard,19,199,73.93,14712.07,6,-3.4,1,18.5,7.4,0,1,1,1,1
M100465,eCommerce,Medium,West,Plus,42,372,46.23,17197.56,4,-35.9,1,9.5,8.5,2,0,2,1,1
M100466,Services,Medium,West,Plus,57,273,31.63,8634.99,20,33.0,0,1.7,10.0,1,3,8,1,0
M100467,Health,Small,North,Premium,59,44,85.04,3741.76,18,-22.6,2,20.0,4.8,1,0,4,1,1
M100468,Retail,Small,South,Standard,32,28,86.79,2430.12,40,38.5,2,17.8,3.8,3,0,2,1,0
M100469,Services,Enterprise,South,Standard,16,1425,44.9,63982.5,26,-2.3,0,17.4,4.3,0,0,8,1,1
M100470,Food & Beverage,Small,North,Plus,29,26,62.42,1622.92,16,29.8,0,5.1,4.4,1,0,4,0,1
M100471,Food & Beverage,Small,North,Standard,28,63,84.7,5336.1,19,25.9,4,12.7,5.0,1,2,6,1,1
